,CompanyId,CompanySiteID,CompanyName,PostToWebsite,Visible,Researcher,Cohort,DateLastUpdated,RefreshSchedule,NextRefresh,RelevantParentCompany,RelevantSubsidiaryCompanies,AllAliases,FirstEightAliases,AllOtherAliases,CompanyWebsite,Majorcompanybrands,HeadquarterCountry,PublicOrPrivate,TickerSymbol,Sector,Industry,MarketCapitalizationDisclosed,MarketCapitalization,AnnualRevenueDisclosed,AnnualRevenue,FinancesCurrency,MarketCapitalizationInUsd,AnnualRevenueInUsd,FinancesCurrentAsOf,TwitterHandle,SustainabilityReporting,SustainabilityCommodityReporting,CommodityReportedon,SustainabilityReportingYear,AcknowledgeDeforestationIssue,AcknowlDeforestationwithCommod,CDP2015_voluntaryoffsetbuyer,PromiseFuturDeforestationCommit,CommodityTypeofFutureCommit,GeneralCommitment,SoyCommitment,PalmCommitment,TimberPulpCommitment,CattleCommitment,TotalCommitments,DormantCommPresent,NumberOfAssessments,NumberOfRelatedActivities,CreatedAt,ModifiedAt,VoluntaryOffsets,Researcher_Other,UpdatedNotes
3944,3475,195.0,Saint-Gobain,Yes,yes,Jonathan,2016.0,8/30/2018,9 Month,8/8/2017,,,"Adfors, Asturienne, Autover, Brasilit, British Gypsum, Brodrene Dahl, Brossette, Carborundum, Cedeo, Celotex, Ceramic Tile Distributors, Certain Teed, C-Flex, Cultilene, Dahl, Ecophon, Eurocoustic, Fibatape, Flexovit, Formula, Furon, Glasgrid, Glassdrive, Glassolutions, Graham, Gyproc, Isoroc, Isover, Izocam, Jewson, K Par K, Keramundo, La Plateformedu Batiment, Lapeyre, MAG, Monter, New York Wire, Norandex, Norbond, Norglide, Norpro, Norton, Omni Seal, Optimera, Placo, Plafometal, Point P, Raab Karcher, Rencol, Rigips, Sage Glass, Sanitas Troesch, Sefpro, Sekurit, Sevax, SFIC, Sheerfill, Sika, Solar Gard, Sully, Swiss Pacer, Telhanorte, Tygon, Vertex, Vetrotech, Vetrotex, Winter, Zirpro","Adfors,  Asturienne,  Autover,  Brasilit,  British Gypsum,  Brodrene Dahl,  Brossette,  Carborundum"," Cedeo,  Celotex,  Ceramic Tile Distributors,  Certain Teed,  C-Flex,  Cultilene,  Dahl,  Ecophon,  Eurocoustic,  Fibatape,  Flexovit,  Formula,  Furon,  Glasgrid,  Glassdrive,  Glassolutions,  Graham,  Gyproc,  Isoroc,  Isover,  Izocam,  Jewson,  K Par K,  Keramundo,  La Plateformedu Batiment,  Lapeyre,  MAG,  Monter,  New York Wire,  Norandex,  Norbond,  Norglide,  Norpro,  Norton,  Omni Seal,  Optimera,  Placo,  Plafometal,  Point P,  Raab Karcher,  Rencol,  Rigips,  Sage Glass,  Sanitas Troesch,  Sefpro,  Sekurit,  Sevax,  SFIC,  Sheerfill,  Sika,  Solar Gard,  Sully,  Swiss Pacer,  Telhanorte,  Tygon,  Vertex,  Vetrotech,  Vetrotex,  Winter,  Zirpro",www.saint-gobain.com,,France,Publicly traded,FR: SGO,Materials,Real Estate/Construction,,21970000000.0,,39620000000.0,EUR,23857904070.0,43024586220.0,11/8/2016,saintgobain,,,,,,,,,,,No,No,Yes,No,1.0,,4.0,3.0,,2/13/2019 5:22:08 PM,,,
3952,3744,2659.0,Solvay,Yes,yes,An,2016.0,12/30/2018,6 Month,10/25/2017,,"Solvay Biomass Energy, Solvay Acetow, Rhodia Poliamida e Especialidades, Rhodia Specialty Chemicals India, Zhuhai Solvay Specialty Chemicals","Novecare, Rhodia","Novecare,  Rhodia",,www.solvay.com,,Belgium,Publicly traded,BE: SOLB,Specialty Chemicals,Basic Materials/Resources,,9240000000.0,,10890000000.0,EUR,13422107160.0,11999537550.0,11/25/2018,SolvayGroup,,,,,,,,,,,yes,Yes,Yes,No,4.0,,1.0,3.25,,2/13/2019 5:22:08 PM,,,"market cap, annual rev"
3953,3745,,Sonae,"No commitment, has exposure",,Philip,,8/17/2018,12 Month,6/7/2018,,"SONAE MC, SONAE SR",,,,www.sonae.pt/en,,Portugal,Publicly traded,Lisbon: SON,Food Retailers & Wholesalers,Retail/Wholesale,,1920000000.0,,4970000000.0,EUR,2084987520.0,5397077070.0,3/8/2016,SonaeArt,,,,,,,,,,,No,No,No,No,0.0,,0.0,3.0,,1/26/2019 2:14:58 AM,,,
3974,3959,,Terna,No exposure,,Jonathan,,6/15/2016,-,,,,,,,www.terna.it,,Italy,Publicly traded,IT:TRN,Electric Utilities,Utilities,,8160000000.0,,,EUR,8861196960.0,0.0,8/25/2015,,,,,,,,,,,,No,No,No,No,0.0,,0.0,1.0,,1/26/2019 2:14:58 AM,,,
3978,3963,2533.0,Terra Santa Agro,Yes,yes,Philip,2018.0,5/24/2017,12 Month,5/24/2018,,,"Buriti Agricola, Maeda SA Agroindustrial, Ribeirao Armazens Gerais, V-Agro, Vanguarda Agro, Vanguarda Participacoes","Buriti Agricola,  Maeda SA Agroindustrial,  Ribeirao Armazens Gerais,  V-Agro,  Vanguarda Agro,  Vanguarda Participacoes",,www.vanguardadobrasil.com.br,,Brazil,Publicly traded,Bovespa: TESA3,Alternative Fuel,Energy Service,,242740000.0,,733260000.0,BRL,60045622.84,181383593.16,5/23/2017,,,,,,,,,,,,Yes,No,No,No,1.0,,0.0,1.0,,2/13/2019 5:22:08 PM,,,
4006,2644,,Millennium & Copthorne Hotels,"No commitment, has exposure",,Jonathan,,7/24/2017,12 Month,7/24/2018,,,,,,www.millenniumhotels.com,,United Kingdom,Publicly traded,UK: MLC,Hotels,"& Restaurants, Gaming, Lodging",,1480000000.0,,926000000.0,GBP,2131580360.0,1333677982.0,7/24/2017,millennium,,,,,,,,,,,No,No,No,No,0.0,,1.0,0.0,,1/26/2019 2:14:34 AM,,,
4008,2646,,MillerCoors,Notes included,,Jonathan,,4/10/2017,-,,Molson Coors,Miller Brewing Company,"Coors, Molson","Coors,  Molson",,www.millercoors.com,,United States,Publicly traded,subsidiary,Alcoholic Beverages/Drinks,Consumer Goods,,,,,,,,,MillerCoors,,,,,,,,,,,,,,,0.0,,0.0,1.0,,2/13/2019 5:22:08 PM,,,
4021,2760,1933.0,National Grid,yes,yes,Philip,2016.0,4/20/2017,Predictable,Predictable,,,,,,www.nationalgrid.com,,United Kingdom,Publicly traded,UK: NG,Electric Utilities,Utilities,,37340000000.0,,15120000000.0,GBP,53779196380.0,21776685840.0,4/20/2017,nationalgriduk,,,,,,,,,,,No,No,Yes,No,1.0,,1.0,1.0,,1/26/2019 2:14:34 AM,,,
4026,2902,2571.0,Officeworks,Yes,Yes,Jonathan,2018.0,6/26/2017,9 Month,3/26/2018,Wesfarmers,,,,,www.officeworks.com.au,,Australia,Publicly traded,Subsidiary,Specialty Retail,Retail/Wholesale,,,,,AUD,0.0,0.0,,Officeworks,,,,,,,,,,,No,No,Yes,No,1.0,,0.0,2.0,,1/26/2019 2:14:46 AM,,,
4029,2905,1937.0,Oji Holdings Corporation,yes,yes,Luke,2016.0,10/12/2018,6 Month,10/14/2017,,,Oji Paper Company,Oji Paper Company,,www.ojiholdings.co.jp/english,,Japan,Publicly traded,Tokyo: 3861,Paper/Pulp,Basic Materials/Resources,,805420000000.0,,1490000000000.0,JPY,4424700280.0,12064910000.0,10/12/2018,,,,,,,,,,,,No,No,Yes,no,2.0,,6.0,0.0,,2/13/2019 5:22:08 PM,,,"Market cap, annual revenue, finance year"
4030,2906,,O'Key Group,"No commitment, has exposure",,Philip,,11/28/2016,12 Month,11/28/2017,,,"4home, Dominant, Dorinda Holding SA, Emotion","4home,  Dominant,  Dorinda Holding SA,  Emotion",,www.okmarket.ru,,Luxembourg,Publicly traded,IOB: OKEY,Food Retailers & Wholesalers,Retail/Wholesale,,589270000.0,,2640000000.0,USD,589270000.0,2640000000.0,11/28/2016,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,2/13/2019 5:22:08 PM,,,
4032,2908,,Olam Food Ingredients,No - profiled under parent,Yes,Philip,2017.0,4/22/2018,12 Month,22/04/2019,Olam International,,,,,www.olamgroup.com,,United Kingdom,Publicly traded,Subsidiary,Food Products,Consumer Goods,Subsidiary,,No,,SGD,,,8/24/2017,Olam,,,,,,,,,,,No,Yes,No,No,1.0,0.0,0.0,2.5,,1/26/2019 2:14:46 AM,,,
4033,2909,2653.0,Olam International,yes,yes,An,2016.0,12/27/2018,6 Month,10/22/2018,,"Olam Palm Gabon, Olam Food Ingredients, Acacia Holdings, OPG Makouke, Congolaise Industrielle des Bois (CIB), Rusmolco,  Sotrader, Concorde Industries",,,,www.olamgroup.com,,Singapore,Publicly traded,SG: O32,Food Products,Consumer Goods,,5170000000.0,,262700000000.0,SGD,5373126040.0,18355269320.0,11/14/2018,Olam,,,,,,,,,,,no,Yes,Yes,No,6.0,1.0,14.0,7.25,,1/26/2019 2:14:46 AM,,,"market cap, annual rev"
4041,3102,1940.0,Podravka,yes,Yes,Philip,2016.0,4/14/2017,12 Month,4/14/2018,,"Lero doo, Ital-Ice doo, Mirna, Zito Group","Cokolino, Dolcela, Lino, Provita Plus, Vegeta","Cokolino,  Dolcela,  Lino,  Provita Plus,  Vegeta",,www.podravka.com,,Croatia,Publicly traded,ZSE: PODR,Food Products,Consumer Goods,,1566400660.0,,4486190000.0,HRK,222126578.39,636173145.33,4/13/2017,Podravka,,,,,,,,,,,No,No,Yes,No,1.0,,0.0,1.0,,2/13/2019 5:22:08 PM,,,
4049,3323,,R.E.A. Holdings Plc,,,,,,-,,,,,,,R.E.A. Holdings Plc,,United Kingdom,Publicly traded,,,,,,,,,,,8/9/2017,,,,,,,,,,,,,,,,0.0,,3.0,1.0,,1/26/2019 2:14:40 AM,,,
4058,3332,2201.0,Raisio Group,Yes,yes,Philip,2016.0,10/20/2016,12 Month,10/20/2017,,"Candy Plus Sweet Factory, s.r.o.","Benemilk, Elovena, Fox's, Hercules, Honey Monster, Maituri, Nordic, Poppetsja Juicee Gummee, Provena, Sunnuntai","Benemilk,  Elovena,  Fox's,  Hercules,  Honey Monster,  Maituri,  Nordic,  Poppetsja Juicee Gummee"," Provena,  Sunnuntai",www.raisio.com,,Finland,Publicly traded,FI : RAIVV,Food Products,Consumer Goods,,650030000.0,,521700000.0,EUR,705887727.93,566530202.7,10/20/2016,"Benemilk, Maituri and Hercules",,,,,,,,,,,Yes,Yes,No,No,2.0,,5.0,3.0,,2/13/2019 5:22:08 PM,,,
4067,3533,200.0,SCA,Yes,yes,Jonathan,2016.0,6/21/2017,6 Month,12/21/2017,,SCA Forest Products,Svenska Cellulosa Aktiebolaget,Svenska Cellulosa Aktiebolaget,,www.sca.com,,Sweden,Publicly traded,SE: SCAB,Personal Care Products/Appliances,Consumer Goods,,45750000000.0,,117310000000.0,SEK,5352567000.0,13724800760.0,6/21/2017,SCAeveryday,,,,,,,,,,,No,Former,Yes,No,2.0,,5.0,6.0,,2/13/2019 5:22:08 PM,,,
4094,3920,2737.0,Tapestry,Yes,yes,Jonathan,2017.0,12/18/2017,9 Month,9/18/2018,,"Stuart Weitzman, Kate Spade",Coach,Coach,,www.tapestry.com,,United States,Publicly traded,NYSE: TPR,Clothing,Consumer Goods,,12180000000.0,,4490000000.0,USD,12180000000.0,4490000000.0,12/18/2017,Coach,,,,,,,,,,,No,No,No,Yes,1.0,,5.0,2.0,,2/13/2019 5:22:08 PM,,,
4096,3922,220.0,Target,Yes,yes,An,2016.0,9/12/2018,6 Month,12/26/2017,,,"Archer Farms, Market Pantry, Simply Balanced","Archer Farms,  Market Pantry,  Simply Balanced",,corporate.target.com,,United States,Publicly traded,NYSE: TGT,Mixed Retailing,Retail/Wholesale,,46740000000.0,,71880000000.0,USD,28000000000.0,69500000000.0,8/22/2018,Target,,,,,,,,,,,No,yes,Yes,No,2.0,,4.0,4.0,,2/13/2019 5:22:08 PM,,,"Market cap, annual rev"
4106,4146,532.0,UPM-Kymmene Corporation,Yes,yes,Nathan,2016.0,1/22/2019,6 Month,12/27/2017,,,U P M Paper,U P M Paper,,www.upm.com,,Finland,Publicly traded,FI: UPM,Paper/Pulp,Basic Materials/Resources,,13790000000.0,,9980000000.0,EUR,14638349880.0,10642123800.0,2017,@UPMGlobal,,,,,,,,,,,No,No,Yes,No,1.0,,4.0,3.0,,2/13/2019 5:22:08 PM,,,"Market Cap, Revenue, Twitter Handle, Finance Year"
4142,2784,2415.0,Natuzzi,Yes,yes,Jonathan,2017.0,11/1/2016,12 Month,11/1/2017,,Divani & Divani,,,,www.natuzzi.com,,Italy,Publicly traded,NYSE: NTZ,Furniture,Consumer Goods,,91570000.0,,539110000.0,USD,91570000.0,539110000.0,11/1/2016,Natuzzi,,,,,,,,,,,No,No,Yes,No,1.0,,2.0,0.0,,1/26/2019 2:14:46 AM,,,
4144,2786,,NCR JAPAN,No exposure,,Jonathan,,3/4/2016,-,,NCR Corp.,,,,,www.ncr.co.jp,,United States,Publicly traded,NYSE: NCR,Computers/Consumer Electronics,Technology,,3360000000.0,,6370000000.0,USD,3360000000.0,6370000000.0,3/4/2016,NCRJapan,,,,,,,,,,,,,,,0.0,,0.0,0.0,,1/26/2019 2:14:46 AM,,,
4177,3354,,Reed Elsevier,No - profiled under other name,,Jonathan,,5/23/2016,-,,,"Elsevier, LexisNexis, Reed Exhibitions, Reed Business Information",RELX Group,RELX Group,,www.reedelsevier.com,,United Kingdom,Publicly traded,UK: REL,Publishing,Business/Consumer Services,,12170000000.0,,,GBP,17527927690.0,0.0,6/2/2015,,,,,,,,,,,,No,No,,No,0.0,,3.0,0.0,,2/13/2019 5:22:08 PM,,,
4186,3363,2218.0,RELX Group,Yes,Yes,Jonathan,2017.0,11/3/2016,9 Month,8/3/2017,"RELX plc (53%), RELX NV (47%)","Elsevier, LexisNexis, Reed Exhibitions, Reed Business Information",Reed Elsevier,Reed Elsevier,,www.reedelsevier.com,,United Kingdom,Publicly traded,UK: REL,Publishing,Media/Entertainment,,15540000000.0,,8230000000.0,GBP,22381593780.0,11853315110.0,5/23/2016,,,,,,,,,,,,No,No,Yes,No,1.0,,5.0,2.0,,2/13/2019 5:22:08 PM,,,
4195,3575,,Seiyu,No - profiled under parent,,Jonathan,,7/13/2017,12 Month,7/13/2018,Walmart,"SSV, Sunny, Wakana, Smile, The SCC, Nicoh, Nijicom, Smis",,,,www.seiyu.co.jp,,Japan,Publicly traded,Subsidiary,Mixed Retailing,Retail/Wholesale,Subsidiary,,,,,,,,Seiyu_Japan,,,,,,,,,,,,,,,0.0,,1.0,5.5,,1/26/2019 2:14:58 AM,,,
4197,3577,202.0,Sekisui House,Yes,yes,Jonathan,2016.0,11/9/2016,12 Month,11/9/2017,Sekisui Chemical Company,,"Chubu, Chugoku, Hanwa, Higashi-Kanto, Higashi-Tokyo, Hokuriku, Hyogo, Kanagawa, Kinki, Kita-Kanto, Kyusyu, Niigata, Nishi-Tokyo, Saitama, Sapporo, Shikoku, Shinsyu, Shizuoka, Tohoku","Chubu,  Chugoku,  Hanwa,  Higashi-Kanto,  Higashi-Tokyo,  Hokuriku,  Hyogo,  Kanagawa"," Kinki,  Kita-Kanto,  Kyusyu,  Niigata,  Nishi-Tokyo,  Saitama,  Sapporo,  Shikoku,  Shinsyu,  Shizuoka,  Tohoku",www.sekisuihouse.co.jp/english/,,Japan,Publicly traded,JP : 1928,Home Construction,Real Estate/Construction,,1210000000000.0,,1860000000.0,JPY,10208770000.0,15692820.0,11/9/2016,,,,,,,,,,,,No,No,Yes,No,1.0,,4.0,1.0,,2/13/2019 5:22:08 PM,,,
4200,3765,,Speedibake,No - profiled under parent,yes,Philip,2018.0,2/23/2018,12 Month,2/23/2019,"Associated British Foods, ABF Grain Products",Bev Harvey,,,,speedibake.co.uk,,United Kingdom,Publicly traded,Subsidiary,Food Products,Consumer Goods,,,,,,,,2/23/2018,,,,,,,,,,,,No,Yes,No,No,1.0,,0.0,1.5,,1/26/2019 2:14:58 AM,,,
4207,3772,2101.0,Sprint Corp.,Yes,yes,Philip,2016.0,4/25/2017,9 Month,1/25/2018,Softbank Group Corp.,,,,,www.sprint.com,,United States,Publicly traded,NYSE: S,Wireless Telecommunications Services,Telecommunication Services,,33890000000.0,,32180000000.0,USD,33890000000.0,32180000000.0,4/24/2017,sprint,,,,,,,,,,,No,No,Yes,No,1.0,,0.0,1.0,,1/26/2019 2:14:58 AM,,,
4212,3977,222.0,The Body Shop,yes,yes,Jonathan,2016.0,4/26/2017,9 Month,1/26/2018,Natura Cosmeticos,,The Body Shop Internationalplc,The Body Shop Internationalplc,,www.thebodyshop-usa.com,,United Kingdom,Publicly traded,Subsidiary,Personal Care Products/Appliances,Consumer Goods,Subsidiary,,No,,,,,,thebodyshopusa,,,,,,,,,,,No,Yes,Yes,No,3.0,,2.0,1.0,,2/13/2019 5:22:08 PM,,,
4244,4247,,Walgreens Boots Alliance,No - profiled under subsidiary,,Luke,,8/29/2018,12 Month,4/24/2018,,Boots UK,Duane Reade,Duane Reade,,www.walgreensbootsalliance.com,,United States,Publicly traded,Nasdaq: WBA,Drug Retailers,Business/Consumer Services,,69750000000.0,,118210000000.0,USD,88250000000.0,103440000000.0,9/17/2018,,,,,,,,,,,,No,No,No,No,0.0,,1.0,3.0,,2/13/2019 5:22:08 PM,,,"HQ, market cap, finance year"
4249,4449,,Hugo Boss,,,Laura,,9/12/2018,,,,,,,,http://www.group.hugoboss.com/,,Germany,Public,BOSS:GR,Clothing,Consumer Goods,,4870000000.0,,2730000000.0,EUR - Euro,,,2017,@HUGOBOSS,,,,,,,,,,,,,,Yes,,,,,9/12/2018 12:48:57 PM,1/26/2019 2:15:04 AM,,,date updated
4259,2832,,Nippon Access,No - profiled under parent,,Jonathan,,9/6/2018,12 Month,4/18/2018,Itochu Corporation,,,,,www.nippon-access.co.jp/en/,,Japan,Publicly traded,Subsidiary,Food Products,Consumer Goods,No,,,1899400000000.0,JPY,,16025237800.0,1/1/2016,,,,,,,,,,,,no,no,no,no,0.0,,0.0,1.0,,1/26/2019 2:14:34 AM,,,
4260,2833,,Nippon Meat Packers,"No commitment, has exposure",,Philip,,6/28/2017,12 Month,6/28/2018,,,"NH Foods, Nipponham","NH Foods,  Nipponham",,www.nipponham.co.jp/eng/,,Japan,Publicly traded,Tokyo: 2282,Food Products,Consumer Goods,,737460000000.0,,1200000000000.0,JPY,6221950020.0,10124400000.0,6/28/2017,,,,,,,,,,,,no,no,no,no,0.0,,0.0,2.0,,2/13/2019 5:22:08 PM,,,
4261,2834,1934.0,Nippon Paper Group,yes,yes,Laura,2016.0,10/30/2018,6 Month,9/2/2017,,"NP Trading Co, Paper Australia Pty Ltd, Daishowa North America Corporation, Kokuei Paper Co Ltd, Dyna Wave Holding Asia, Jujo Thermal Oy, Nippon Seitai Corporation, Flowric Co Ltd, Nippon Paper Lumber Co Ltd, Nippon Paper Resources Australia Pty Ltd, Kokusaku Kiko Co Ltd, Daishowa Uniboard Co Ltd, Kunimoku House Co Ltd, North Pacific Paper Corporation, Daishowa-Marubeni International Ltd., Siam Nippon Industrial Paper Co., Ltd., Flowric Co., Ltd.",Nippon Paper Industries Co Ltd,Nippon Paper Industries Co Ltd,,www.nipponpapergroup.com/english/,,Japan,Publicly traded,Tokyo: 3863,Paper/Pulp,Basic Materials/Resources,,288090000000.0,,1050000000000.0,JPY,2012730720.0,8521370000.0,2018,,,,,,,,,,,,no,no,yes,no,2.0,,3.0,2.0,,2/13/2019 5:22:08 PM,,,"market capitalization, annual revenue, finance year"
4263,2836,,Nippon Suisan Kaisha,"No commitment, has exposure",,Philip,,8/15/2018,12 Month,6/28/2018,,,"F. W. Bryce, J. P. Klausen, King & Prince, Nissui, Sealord, Uni Sea","F. W. Bryce,  J. P. Klausen,  King & Prince,  Nissui,  Sealord,  Uni Sea",,www.nissui.co.jp/english/index.html,,Japan,Publicly traded,Tokyo: 1332,Fishing,Agriculture,,209020000000.0,,635950000000.0,JPY,1763501740.0,5365510150.0,6/28/2017,,,,,,,,,,,,no,no,no,no,0.0,,0.0,1.0,,2/13/2019 5:22:08 PM,,,
4270,3035,172.0,Pearson,Yes,yes,An,2016.0,12/20/2018,9 Month,1/20/2018,,"Pearson School, Pearson Higher Education, Pearson Professional",,,,www.pearson.com,,United Kingdom,Publicly traded,UK : PSON,Publishing,Media/Entertainment,,7250000000.0,,4510000000.0,GBP,7302102990.0,6553169350.0,10/04/2018,pearson,,,,,,,,,,,No,No,Yes,No,1.0,,7.0,4.0,,2/12/2019 4:40:47 PM,Yes,,"market cap, annual rev"
4304,3461,,SABMILLER,No - Company no longer exists,No,Jonathan,2016.0,4/10/2017,-,,,Bavaria Brewery,,,,www.sabmiller.com,,United Kingdom,Publicly traded,London: SAB,Alcoholic Beverages/Drinks,Consumer Goods,,71470000000.0,,13170000000.0,GBP,102935167790.0,18968184690.0,7/14/2016,SABMiller,,,,,,,,,,,No,No,Former,No,0.0,,0.0,0.0,,1/26/2019 2:15:04 AM,,,
4310,3650,,SIGMAXYZ,No exposure,No,Philip,,1/26/2016,-,,,,,,,www.sigmaxyz.com/english,,Japan,Publicly traded,Tokyo: 6088,Business Support Services,Business/Consumer Services,,8350000000.0,,,JPY,70448950.0,0.0,1/26/2016,,,,,,,,,,,,,,,,0.0,,0.0,1.0,,1/26/2019 2:15:04 AM,,,
4316,3656,,Sime Darby,No - profiled under subsidiary,yes,Philip,2016.0,2/12/2018,12 Month,2/12/2019,,,,,,http://www.simedarbyplantation.com,,Malaysia,Publicly traded,MY: SIME,Diversified Holding Companies,Business/Consumer Services,,18500000000.0,,31090000000.0,MYR,4274018000.0,7182660520.0,2/12/2018,SimeDarbyGroup,,,,,,,,,,,No,Former,No,No,0.0,,8.0,6.25,,1/26/2019 2:15:04 AM,,,
4320,3840,213.0,Sumitomo Forestry Co.,Yes,yes,Jonathan,2016.0,1/30/2018,6 Month,7/30/2018,Sumitomo Group,,,,,sfc.jp/english,,Japan,Publicly traded,JP : 1911,Home Construction,Real Estate/Construction,,359010000000.0,,1110000000.0,JPY,3028967370.0,9365070.0,1/30/2018,,,,,,,,,,,,No,No,Yes,No,2.0,,5.0,2.5,,1/26/2019 2:15:04 AM,,,
4347,4088,,TSH Resources Berhad,,,,,,-,,,,,,,,,Malaysia,Publicly traded,,,,,,,,,,,8/9/2017,,,,,,,,,,,,,,,,0.0,,3.0,1.0,,1/26/2019 2:14:52 AM,,,
4348,4089,,Tsuruha Holdings,"No commitment, has exposure",,Philip,,8/17/2018,12 Month,6/30/2018,,"TSURUHA CO., LTD., Kusurinofukutaro Co., LTD., Wellness CO., LTD., HEARTY WANTS CO.,LTD., Tsuruha e-commerce CO., LTD.",,,,www.tsuruha-hd.co.jp,,Japan,Publicly traded,Tokyo: 3391,Drug Retailers,Retail/Wholesale,,594200000000.0,,577090000000.0,JPY,5013265400.0,4868908330.0,6/30/2017,TsuruhaTH,,,,,,,,,,,No,No,No,No,0.0,,0.0,1.0,,1/26/2019 2:14:52 AM,,,
4350,4318,,Wing on Department Stores,"No commitment, has exposure",,Philip,,9/4/2018,12 Month,6/21/2018,,,,,,www.wingonet.com,,Hong Kong,Publicly traded,Hong Kong: 0289,Mixed Retailing,Retail/Wholesale,,7750000000.0,,1720000000.0,HKD,996169500.0,221085360.0,6/21/2017,wingonhk,,,,,,,,,,,No,No,No,No,0.0,,0.0,1.0,,1/26/2019 2:14:52 AM,,,
4355,4323,,Wipro,No exposure,,Jonathan,,3/21/2016,-,,,,,,,www.wipro.com,,United States,Publicly traded,Bombay: 507685,Computer Services,Business/Consumer Services,,1350000000000.0,,469550000000.0,INR,20058300000.0,6976573900.0,3/21/2016,Wipro,,,,,,,,,,,,,,,0.0,,0.0,1.0,,1/26/2019 2:14:52 AM,,,
4360,4328,239.0,WM Morrison Supermarkets,Yes,yes,Jonathan,2016.0,3/30/2017,9 Month,12/30/2017,,,Morrison's,Morrison's,,www.morrisons.com,,United Kingdom,Publicly traded,UK: MRW,Food Retailers & Wholesalers,Retail/Wholesale,,5540000000.0,,16320000000.0,GBP,7979023780.0,23504994240.0,3/30/2017,,,,,,,,,,,,Yes,Yes,Yes,No,3.0,,11.0,6.0,,2/13/2019 5:22:08 PM,,,
4363,2945,171.0,Orkla,yes,yes,Jonathan,2016.0,10/1/2018,9 Month,9/6/2017,,"Dragsbaek, Rieber & Son Holland BV, Sonneveld","Abba, Adazu, AMA, Bakke Dal, Ballerina, Beauvais, Big One, Bixit, Cafe Bakeriet, Denja, Doc, Gjende, Goteborgs, Goteborgs Kex AB, Goteborgs Kex ABand Procordia Foods, Grandiosa, Idun, Kalev, Kalles, Ki Ms, Laban, Linco, Nidar Favoritter, Nugatti, Odemse, OLW, Orkla Confectionery & Snacks Sverige AB, Panda, Polly, Procordia Foods, Smash, Sonneveld, Stabburet, Stratos, Taffel, Tomi, Toro, Trondhjems, Truly Thai, Unirea, Vestlands, Vossafar","Abba,  Adazu,  AMA,  Bakke Dal,  Ballerina,  Beauvais,  Big One,  Bixit"," Cafe Bakeriet,  Denja,  Doc,  Gjende,  Goteborgs,  Goteborgs Kex AB,  Goteborgs Kex ABand Procordia Foods,  Grandiosa,  Idun,  Kalev,  Kalles,  Ki Ms,  Laban,  Linco,  Nidar Favoritter,  Nugatti,  Odemse,  OLW,  Orkla Confectionery & Snacks Sverige AB,  Panda,  Polly,  Procordia Foods,  Smash,  Sonneveld,  Stabburet,  Stratos,  Taffel,  Tomi,  Toro,  Trondhjems,  Truly Thai,  Unirea,  Vestlands,  Vossafar",www.orkla.com,,Norway,Publicly traded,NO: ORK,Food Products,Consumer Goods,,77130000000.0,,32610000000.0,NOK,9013257540.0,3810739380.0,12/6/2016,OrklaGroup,,,,,,,,,,,No,Yes,Yes,No,3.0,,11.0,5.0,,2/13/2019 5:22:08 PM,,,
4369,3180,,PT Agro Bukit,No - profiled under parent,,Jonathan,,5/12/2017,12 Month,5/12/2018,"Goodhope Asia Holdings, Carson Cumberbatch",,,,,,,Indonesia,Publicly traded,Subsidiary,Farming,Agriculture,Subsidiary,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.5,,1/26/2019 2:14:46 AM,,,
4372,3183,,PT Agro Wana Lestari,No - profiled under parent,,Jonathan,,5/12/2017,12 Month,5/12/2018,"Goodhope Asia Holdings, Carson Cumberbatch",,,,,,,Indonesia,Publicly traded,Subsidiary,Farming,Agriculture,Subsidiary,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.5,,1/26/2019 2:14:46 AM,,,
4385,3404,,Robinsons Retail Holdings,"No commitment, has exposure",,Philip,,6/23/2017,12 Month,6/23/2018,,"Robinsons Supermarket, True Value, southstar drug, Mini Stop",,,,,,Philippines,Publicly traded,Manila: RRHI,Mixed Retailing,Retail/Wholesale,,121880000000.0,,105290000000.0,PHP,2566670920.0,2217302110.0,6/23/2017,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,1/26/2019 2:14:46 AM,,,
4417,3821,,Strauss Group,"No commitment, has exposure",,Philip,,6/26/2017,12 Month,6/26/2018,,"Strauss Coffee B.V., Strauss Israel, Strauss Water, PepsiCo \96 Strauss Fresh Dips & Spreads International, Max Brenner",,,,www.strauss-group.com,,Israel,Publicly traded,TASE: STRS,Food Products,Consumer Goods,,7528000000.0,No,,ILS,1906466000.0,,6/27/2017,StraussGroup,,,,,,,,,,,No,No,No,No,0.0,,0.0,1.0,,1/26/2019 2:15:04 AM,,,
